"Gene";"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj"
"77";"ENSMUSG00000000402";118.603926663115;0.588369970421468;0.138440854891366;2.13795767703161e-05;0.00582458993767148
"78";"ENSMUSG00000000409";43.821761642262;-0.277317113825778;0.259685582621497;0.285567567972488;0.77172335829335
"79";"ENSMUSG00000000411";1.11035547056044;-0.588210922171141;1.30749631203293;0.652800012977703;NA
"80";"ENSMUSG00000000416";3125.60935345688;0.284287104851755;0.171941548518336;0.0982507266297278;0.492123605306743
"81";"ENSMUSG00000000420";2050.67583969122;0.0138557527161583;0.115789543501641;0.904749915933823;0.990739011228645
"82";"ENSMUSG00000000435";0.410074333432026;0.922599682020915;1.86017614705486;0.619912497935961;NA
"83";"ENSMUSG00000000439";1268.15195080062;0.193026902188859;0.177488719303671;0.276796189304077;0.764963933502341
"84";"ENSMUSG00000000440";28.1745985850885;-0.125134508325498;0.350329820999949;0.720949145214276;0.965650444670382
"85";"ENSMUSG00000000441";1794.830069555;0.0363014605760364;0.0645354834520643;0.573772753056977;0.927172778990707
"86";"ENSMUSG00000000486";29.8091131444194;-0.156572873677895;0.233923413321923;0.503282497985921;0.900330117625911
"87";"ENSMUSG00000000489";550.206852120407;-0.171679383495491;0.201196330128587;0.393496941894428;0.848743149941956
"88";"ENSMUSG00000000530";408.96584789431;0.310266266479543;0.280535836622108;0.268736345767336;0.756916247892066
"89";"ENSMUSG00000000531";602.062640590937;0.14671529783783;0.171759595191877;0.392999822332246;0.848515745434409
"90";"ENSMUSG00000000532";3732.00372219428;0.088957542980357;0.102803340698554;0.386864477731261;0.844733592515924
"91";"ENSMUSG00000000538";8481.95155653907;-0.0025702382620213;0.0859361671823699;0.976139874609709;0.997667851747129
"92";"ENSMUSG00000000544";0.149946599004179;0.960637687050422;3.14678230097704;0.760155814521169;NA
"93";"ENSMUSG00000000552";1332.62209645863;0.167197328588631;0.111762632504816;0.134652651724199;0.577468549923101
"94";"ENSMUSG00000000555";174.188718865557;1.60786652581051;0.265798981303835;1.45582738598763e-09;1.27646945203395e-05
"95";"ENSMUSG00000000560";7479.38013370021;-0.288572247281097;0.142253206764335;0.0425009174421462;0.318911462672433
"96";"ENSMUSG00000000561";1775.81493836518;-0.0482202870551576;0.0783077517234825;0.53804023736704;0.916703853743251
"97";"ENSMUSG00000000562";35.6045141199728;0.285783709022284;0.262888071637803;0.276995834579343;0.765185720728316
"98";"ENSMUSG00000000563";6327.63821913836;0.0788287287170243;0.0816408336213869;0.334266818577103;0.811518080237418
"99";"ENSMUSG00000000567";640.87626689671;-0.34359890490488;0.159213333478661;0.0309197599871363;0.264518028089011
"100";"ENSMUSG00000000568";5271.66744670121;0.120974190245354;0.0712230693961172;0.0894086487018292;0.471471360720275
"101";"ENSMUSG00000000579";62.1890132933219;-0.279356507492065;0.218031948938326;0.200100920184765;0.680425331508492
"102";"ENSMUSG00000000581";1301.73160375287;0.223275411725284;0.0653870170207451;0.000638581593062177;0.0283497894074388
"103";"ENSMUSG00000000594";1769.28651086269;-0.0928570323309044;0.0602069219278738;0.123001125941783;0.551226103888348
"104";"ENSMUSG00000000600";2106.0475382776;0.0457449833833842;0.11733536629687;0.696636181903589;0.959299446506488
"105";"ENSMUSG00000000605";6314.56389158691;0.0681195503835324;0.0394165683435251;0.0839531150144066;0.457205535680942
"106";"ENSMUSG00000000606";13.2545138571981;-0.157953479060337;0.356372832325354;0.657602733072435;0.953323008852731
"107";"ENSMUSG00000000617";1.85262730326925;0.436990917707325;1.16429203286948;0.707416852825211;NA
"108";"ENSMUSG00000000627";1075.03012597021;0.206199766426228;0.164644934040982;0.210427572735301;0.693883094738409
"109";"ENSMUSG00000000628";125.192586845642;-0.104376268975328;0.267671346828064;0.696579522430951;0.959299446506488
"110";"ENSMUSG00000000631";4337.69470488028;0.256825497614217;0.157826051535925;0.103679902721964;0.50531705784668
"111";"ENSMUSG00000000632";6809.03717914066;0.570993293231526;0.147685883876564;0.000110513228383274;0.0128692083926598
"112";"ENSMUSG00000000673";12.4485525338704;-0.0909092642727125;0.457948057970181;0.842642653001047;0.98503976821721
"113";"ENSMUSG00000000682";25.754149774673;-0.00335633365440373;0.288782191713407;0.990726898707468;0.998825876142767
"114";"ENSMUSG00000000686";26.2999385565596;-0.160955807645689;0.321556836204306;0.616686691418385;0.941658926325827
"115";"ENSMUSG00000000690";0.906802700597611;0.0743812076608006;1.2748416584629;0.953473466900149;NA
"116";"ENSMUSG00000000693";109.070319609337;0.0679420095576525;0.254698388274859;0.789657982234852;0.975775772538321
"117";"ENSMUSG00000000701";0;NA;NA;NA;NA
"118";"ENSMUSG00000000706";4.41750975127994;-0.159612124264833;0.627262368113971;0.799141505428636;NA
"119";"ENSMUSG00000000708";1473.28337847487;-0.301627068624243;0.245296515088265;0.218830933431043;0.704242842475091
"120";"ENSMUSG00000000711";5644.11288329072;-0.0109228458350052;0.0452243415636086;0.80914761316399;0.979611185510109
"121";"ENSMUSG00000000724";4.24446221588194;-0.931704735915943;0.720413352650734;0.195910129579503;NA
"122";"ENSMUSG00000000730";3.75276701915051;0.236618454181968;1.01715018438723;0.816049640698857;NA
"123";"ENSMUSG00000000731";6.66712740893594;-0.332130283170723;0.538881004750677;0.537674595600001;0.916471783479939
"124";"ENSMUSG00000000732";219.306189627535;-0.573192963282345;0.247053037106635;0.020334327411033;0.212631344949239
"125";"ENSMUSG00000000738";1023.15294622736;0.113100473377362;0.104791685264613;0.280459084361597;0.767917898443357
"126";"ENSMUSG00000000739";41.8093945251684;-1.25746063605771;0.491024636168376;0.01044040672894;0.145073670680422
"127";"ENSMUSG00000000740";3025.74838799518;0.122276939377659;0.0930825548752307;0.18896748240398;0.665038051671903
"128";"ENSMUSG00000000743";2190.23557019246;0.283513001992886;0.301316572358289;0.346748897471113;0.819952962212049
"129";"ENSMUSG00000000751";1688.90366963388;-0.168256655052471;0.0675574617086391;0.0127538010335846;0.163020571224695
"130";"ENSMUSG00000000753";217.325584697896;-0.149413910778296;0.261179919868913;0.567272700369182;0.924365775231422
"131";"ENSMUSG00000000759";1180.72657691294;-0.0172796796436915;0.0826615619149067;0.834416004813424;0.983917801867708
"132";"ENSMUSG00000000766";170.196531403073;0.204223528960873;0.332060683380154;0.538542372641989;0.9171175333614
"133";"ENSMUSG00000000776";404.999200313432;-0.08557827767132;0.111042592908234;0.44089677802953;0.870752247910413
"134";"ENSMUSG00000000782";138.290150729536;0.548877929461414;0.239747099723513;0.0220558995467129;0.22215522943777
"135";"ENSMUSG00000000787";8444.55453854141;0.0667151257216238;0.0816651168815287;0.41396534068732;0.858041456003195
"136";"ENSMUSG00000000791";14.8728882191971;0.233302913331292;0.496810542769238;0.638639843089041;0.947446657815553
"137";"ENSMUSG00000000792";504.767135378988;-0.23523315075748;0.233696313276857;0.314138468607721;0.795965929283304
"138";"ENSMUSG00000000794";1621.37325354613;0.18424524345774;0.116150783924343;0.112680535446649;0.528898787364143
"139";"ENSMUSG00000000804";6069.31007817985;0.0193620813296746;0.126176313406643;0.878041379857429;0.989024585090748
"140";"ENSMUSG00000000805";487.802378063936;-0.47217480691282;0.225400238900834;0.0361862554161687;0.290556880363495
"141";"ENSMUSG00000000811";129.390314389667;-0.141854700513892;0.166612633084507;0.394544843027696;0.84931043008
"142";"ENSMUSG00000000817";3.67121459116349;-0.174918437623581;0.895834681665722;0.845191369116381;NA
"143";"ENSMUSG00000000823";1437.2480717864;0.0538595459002074;0.156544541168892;0.73080677935626;0.966648588923637
"144";"ENSMUSG00000000826";12616.818250668;0.0570205745835676;0.0724068109572605;0.43098752357793;0.863663565964598
"145";"ENSMUSG00000000827";1426.7176585476;-0.0286167688457277;0.069930363719798;0.682379630729829;0.956812948670271
"146";"ENSMUSG00000000838";2141.03293554484;0.0511537099860629;0.0827716552303919;0.53656875208068;0.915850161490083
"147";"ENSMUSG00000000861";1539.98949719503;0.3458120188068;0.144242711501779;0.0165104681676129;0.187871471203455
"148";"ENSMUSG00000000869";235.505631403674;-0.0454550680186879;0.1102987980689;0.680259926728078;0.956536941078976
"149";"ENSMUSG00000000876";356.166457072699;-0.0307733363426861;0.106601227301186;0.7728284656218;0.973866051533766
"150";"ENSMUSG00000000881";5672.22576777856;-0.0836448089479981;0.0985733171596666;0.396129363550601;0.84989046929251
"151";"ENSMUSG00000000884";94.9584533249455;0.337541653274071;0.184576492036859;0.0674391849130905;0.411057888994075
"152";"ENSMUSG00000000889";3.78803637190076;0.593872550643435;0.639655909288359;0.353187144810808;NA
"153";"ENSMUSG00000000901";38.606329674614;0.0733313360151337;0.398876365354379;0.854135228641674;0.987348474443626
"154";"ENSMUSG00000000902";1409.59535925481;0.0856754301919229;0.0805384504844253;0.287427038310199;0.773165820186167
"155";"ENSMUSG00000000903";2.18194729004173;0.182177549617653;0.839033515888135;0.828108704699652;NA
"156";"ENSMUSG00000000915";1695.31239596431;0.272977520048956;0.170493588684613;0.109354466723715;0.519740731283839
"157";"ENSMUSG00000000916";159.133205288761;-0.0875402681660059;0.18733528964617;0.640291032780207;0.947922629871988
"158";"ENSMUSG00000000934";351.000077614146;-0.0259751375819353;0.187538555182152;0.889840854761394;0.989031108825595
"159";"ENSMUSG00000000938";0;NA;NA;NA;NA
"160";"ENSMUSG00000000942";0;NA;NA;NA;NA
"161";"ENSMUSG00000000948";736.596025087838;0.0624517089493131;0.185284422764653;0.736072722249696;0.966648588923637
"162";"ENSMUSG00000000957";227.507961183481;-0.329158456646657;0.166148603197425;0.0475790758356741;0.340543920171115
"163";"ENSMUSG00000000958";60.1609783720071;0.263239534189238;0.27135989206047;0.332008949728313;0.809671725581197
"164";"ENSMUSG00000000959";1200.60767801315;0.0468060269147462;0.0813420360220986;0.565005680610908;0.923660539707876
"165";"ENSMUSG00000000976";536.589703661694;0.150864660555666;0.131797697164142;0.252346541787542;0.740594547897481
"166";"ENSMUSG00000000982";5.49267723968061;0.982220979275611;0.73016584587249;0.178559823470551;0.649766562436103
"167";"ENSMUSG00000000983";32.8905722727055;0.519307380491678;0.287617166166246;0.0709885467135757;0.421057728308904
"168";"ENSMUSG00000001014";16.5374788977471;-0.502702414090759;0.327302499578124;0.124564028598053;0.555054098860995
"169";"ENSMUSG00000001016";2417.49665315392;0.0580263161484923;0.0630522075646162;0.357421232985817;0.828158681295364
"170";"ENSMUSG00000001017";3873.9500210897;0.0917720529144753;0.0532073331936807;0.0845633705758067;0.459715844975192
"171";"ENSMUSG00000001018";1453.395909503;0.0897551116061662;0.0985990550738535;0.362662223660125;0.830144547751498
"172";"ENSMUSG00000001020";29.624131683478;-0.175298129553049;0.292338343242996;0.548745349908968;0.919990115297826
"173";"ENSMUSG00000001021";17.6208777424611;0.883711200151578;0.39807410354998;0.026421037338339;0.244624768091401
"174";"ENSMUSG00000001023";0.284705871775052;1.54281620027916;3.13989078747138;0.623171971026612;NA
"175";"ENSMUSG00000001025";161.459926729044;-0.172137831451021;0.192295154717635;0.370693501226591;0.83403659706306
"176";"ENSMUSG00000001027";1.62156864516491;-0.711733482475776;1.22388265365906;0.560878349050747;NA
"177";"ENSMUSG00000001029";44.1962539429931;-0.133040300568771;0.264531685881933;0.615015136528387;0.941118942347874
"178";"ENSMUSG00000001034";313.349807034929;-0.411340731196399;0.165111995908624;0.0127282642721772;0.162921782683868
"179";"ENSMUSG00000001036";4262.75530455768;-0.057498456568476;0.0879861226711637;0.51343746571326;0.90698492986277
"180";"ENSMUSG00000001039";208.695821690315;-0.296599581327083;0.149380856692917;0.0470859755503343;0.339235689092302
"181";"ENSMUSG00000001052";1908.7787411108;-0.108494747099337;0.115202607804085;0.346308686724729;0.819915160356545
"182";"ENSMUSG00000001053";196.863684820884;-0.0320203540769358;0.235348865663702;0.891777921830917;0.989031108825595
"183";"ENSMUSG00000001054";930.214567693715;0.000443160915593186;0.0794415191600756;0.995549060210079;0.998825876142767
"184";"ENSMUSG00000001056";441.452812166278;0.21823757114236;0.112701642326973;0.0528164372906351;0.361510165623956
"185";"ENSMUSG00000001062";921.954648946583;0.157615732958513;0.15026128843745;0.294203721412046;0.779157432083569
"186";"ENSMUSG00000001065";493.85160096227;-0.0706471494462397;0.178559435704117;0.692362796742079;0.959038567733398
"187";"ENSMUSG00000001076";0.606888786948478;-0.0942464638433356;1.82230886351539;0.95875326593579;NA
"188";"ENSMUSG00000001082";178.040284839251;-0.0786625711250387;0.189797355972931;0.678540500036847;0.956536941078976
"189";"ENSMUSG00000001089";3530.92500743299;0.0418159204090049;0.120700550384683;0.729009442969809;0.966648588923637
"190";"ENSMUSG00000001095";0.142694486734985;-0.927314414603911;3.13364230225303;0.767289474746688;NA
"191";"ENSMUSG00000001098";1469.65532663111;0.0408798825538773;0.115247508766994;0.72280400640528;0.965650444670382
"192";"ENSMUSG00000001100";2320.50787327585;0.0363797341654987;0.0561697252552083;0.517195092338914;0.907964117139524
"193";"ENSMUSG00000001103";19.5207561966013;-0.808439082953627;0.450236530298818;0.0725601463709739;0.427271567079046
"194";"ENSMUSG00000001105";754.184203425865;0.0198056638441249;0.0686457337494651;0.772948759648591;0.973931521149659
"195";"ENSMUSG00000001119";844.769526505287;-0.01784314597873;0.16488178793354;0.913822917683103;0.991422974207908
"196";"ENSMUSG00000001120";1276.22666654951;-0.091437905637844;0.126395271603048;0.469416842336707;0.883356053089218
"197";"ENSMUSG00000001123";157.322756693509;0.120436004799469;0.115492182575621;0.297037895784312;0.781143746873041
"198";"ENSMUSG00000001127";4716.6300413751;0.0517565098769968;0.0573134734974915;0.366503269888066;0.832735876389322
"199";"ENSMUSG00000001128";110.314528413745;-0.0762953456583081;0.203956538656567;0.708347410881566;0.962001555437652
"200";"ENSMUSG00000001131";5.61923280562352;-0.143943824516396;0.599435523506829;0.810227703211502;0.979801985066292
"201";"ENSMUSG00000001134";121.58299469232;-0.260561740960672;0.158380410524734;0.0999360066707455;0.495742545448763
"202";"ENSMUSG00000001138";964.530568699326;0.0552110421033751;0.188207215185618;0.769252789434389;0.97291352776476
"203";"ENSMUSG00000001143";1321.7696761254;-0.15330589587499;0.0949847645869827;0.106526316850569;0.514046640696636
"204";"ENSMUSG00000001150";1753.24573055943;0.137633720746664;0.131050717206928;0.293611236259425;0.778582585671446
"205";"ENSMUSG00000001151";933.749049700478;0.0145344739424918;0.093836701770674;0.876907136662116;0.989024585090748
"206";"ENSMUSG00000001155";4.57593817047074;0.765059800506469;0.686720536575866;0.265246001555231;0.753132527499998
"207";"ENSMUSG00000001156";888.652178940756;0.4168637581896;0.16577686375436;0.0119164940076146;0.155945999192186
"208";"ENSMUSG00000001157";918.105829683535;0.109380990244755;0.103673300957672;0.291400366567321;0.776464547840527
"209";"ENSMUSG00000001158";684.337633660832;0.0342994008213511;0.0691535942170333;0.619902388352507;0.942331102046834
"210";"ENSMUSG00000001166";28.515743772757;0.211230622690114;0.328514376763902;0.520232240751342;0.909411135166319
"211";"ENSMUSG00000001168";0.0753261974645442;-0.156755513547192;3.14726547105904;0.960276273939397;NA
"212";"ENSMUSG00000001173";3083.86431666531;0.0576566723362668;0.0798470884757277;0.47024000659146;0.883356053089218
"213";"ENSMUSG00000001175";77757.9629358872;0.140896732727961;0.0647901857674346;0.0296554802305201;0.259358984976087
"214";"ENSMUSG00000001211";7139.1262919041;0.11603178608495;0.102960168976302;0.259760239107689;0.74772743811432
"215";"ENSMUSG00000001225";11.7984435525862;-0.928476872516706;0.433119679207371;0.0320572624198009;0.269330314325075
"216";"ENSMUSG00000001227";1787.68824804645;-0.047393347699225;0.215674825703034;0.826070178251154;0.982687202490998
"217";"ENSMUSG00000001228";26.3362155005791;-0.195200025435436;0.369957393746661;0.597757281731642;0.93300148575399
"218";"ENSMUSG00000001229";1478.54970312128;-0.0151226485163215;0.127864429757653;0.905852968551323;0.991235991009913
"219";"ENSMUSG00000001240";334.618082423422;-0.236136793694313;0.137899203234689;0.0868253855186383;0.46547251982858
"220";"ENSMUSG00000001247";141.654711415735;-0.128220096278748;0.193594160899543;0.507770095060761;0.902809262028103
"221";"ENSMUSG00000001248";1793.27307150087;-0.0238476056879713;0.152170742543293;0.875468595925196;0.988783586134346
"222";"ENSMUSG00000001249";9.86832298215685;-0.478720496404845;0.517659555775042;0.355081067161788;0.827029033570076
"223";"ENSMUSG00000001260";2286.77759805404;0.132818067244025;0.127074608577092;0.295931683954312;0.780808106700887
"224";"ENSMUSG00000001270";19741.5883118064;0.384963788658615;0.154569823825934;0.0127545748015671;0.163020571224695
"225";"ENSMUSG00000001280";1163.9961562047;-0.588505173156669;0.270037567521958;0.0293060072518825;0.258570685610806
"226";"ENSMUSG00000001281";15.9252209102013;-0.321799469883116;0.468818732001404;0.492457822103627;0.894745867093525
"227";"ENSMUSG00000001285";551.805462748638;-0.0284317602957864;0.0740857924104094;0.701150368451855;0.960743687211153
"228";"ENSMUSG00000001288";190.291402561908;-0.284413410376902;0.285962880070322;0.319939814541707;0.801389220624229
"229";"ENSMUSG00000001289";2646.16694382531;0.102528630430577;0.0492226308728189;0.0372551304651233;0.295079479600904
"230";"ENSMUSG00000001300";1809.77411820341;0.492839833683531;0.138708830756375;0.000380787670482536;0.0220487912441928
"231";"ENSMUSG00000001305";172.144814535746;0.0690364955999256;0.143700076890708;0.6309282580383;0.945493810940228
"232";"ENSMUSG00000001313";3614.15112882115;0.227245899821696;0.0777034743990287;0.00344980279911306;0.0747784201300947
"233";"ENSMUSG00000001323";2776.62793102297;0.0518455118529238;0.0991775168335932;0.601144975813018;0.935043311677938
"234";"ENSMUSG00000001333";19.5186394721784;0.559274415729356;0.3011911953328;0.0633289330861148;0.397329578031524
"235";"ENSMUSG00000001334";2635.14727136006;0.213229225548273;0.134067995053605;0.111732092336649;0.526844305247506
"236";"ENSMUSG00000001348";8.26758726072145;-1.59246428548621;0.561459566088061;0.00456404395356646;0.0892535973122467
"237";"ENSMUSG00000001349";11.5129251976122;-1.09092777084792;0.459582204614074;0.0176090375939477;0.194944496999664
"238";"ENSMUSG00000001366";2424.67659512651;0.116664086827606;0.069709316784482;0.0942132608989232;0.482721370839448
"239";"ENSMUSG00000001376";2313.9389101249;-0.080902180113226;0.101796693477141;0.426763182137095;0.861882006567887
"240";"ENSMUSG00000001380";2617.38578748331;-0.0221569139101558;0.0485882491231767;0.648380028188067;0.950115294880674
"241";"ENSMUSG00000001383";4284.92456092327;0.0586475592416808;0.0698586671738877;0.401179088559313;0.852633195609757
"242";"ENSMUSG00000001403";8.55170660366475;-0.111163777393692;0.532239235605293;0.834557104526704;0.983917801867708
"243";"ENSMUSG00000001415";2307.6243693282;0.217083385667354;0.11035879790268;0.0491752404323613;0.346792915544162
"244";"ENSMUSG00000001416";3507.34244307687;-0.0497893468554316;0.0730998926228784;0.495799475208165;0.896878439988691
"245";"ENSMUSG00000001418";1001.16339877695;-0.18590057334004;0.0833496438453838;0.0257228670673623;0.240911762247009
"246";"ENSMUSG00000001419";6316.30108287415;0.116403230859433;0.128873423042351;0.366400178769655;0.832735876389322
"247";"ENSMUSG00000001420";12.9108390364329;-0.115216710794689;0.468716928068639;0.805826998923467;0.978532113643233
